id,name,description,wieldable,wearable,food,drink,container,surface,carryable,assigned,annotated
5423,costume,The kings costume is embarrassingly cheap,False,True,False,False,False,False,True,0,0
5425,hand carved stone,The hand-carved stone contains markings in a language that you do not understand.,True,False,False,False,False,False,True,0,0
5427,garden bench,Then bench is long enough for everyone to sit on.,True,False,False,False,False,True,False,0,0
5429,swing,"The swing shows some rot in the rope and seat, but still works.",False,False,False,False,False,True,False,0,0
5431,quilt,"While from afar the quilt appears beautiful, fluffy and soft, up close it is clear that it is worn and full of tears.",False,False,False,False,False,False,True,0,0
5433,fire place,The fire place is warm and made of stone.,False,False,False,False,False,False,False,0,0
5435,trinkets,The trinket is small and made of silver.  It looks like something a wealthy child would receive as a present.,False,False,False,False,False,False,True,0,0
5437,rug,The rug is ornate and detailed. You think the owner must have paid a hefty pricce for something so exquisite.,False,True,False,False,False,True,True,0,0
5439,tapestry,The brightly colored tapestry hangs regally on the wall. It depicts a summer scene of wildlife in a lush green meadow.,False,False,False,False,False,False,False,0,0
5441,table,The table was large and heavy.,False,False,False,False,False,False,False,0,0
5443,window,"A glazed old window with some cracks in its glass. There appear to be scratch marks on the other side, as if something was trying break through it recently.",False,False,False,False,False,False,False,0,0
5445,drapes,The drape is torn and covered in old blood. There must have been quite a story behind its sorry state.,False,False,False,False,False,False,False,0,0
5447,dog,"The dog is long and slender, its legs about the length of its body. It's chest is broad and its brown coat is shiny and smooth.",False,False,False,False,False,False,True,0,0
5449,mirror,The magic mirror reflects the true personality of each person who gazed into it. Its gold gilded frame is ornate and hand-carved.,False,False,False,False,False,False,False,0,0
5451,hair brush,The queen's ivory hair brush has horse hair bristles. It's pearly white handle is hand-carved and accented with jewels.,True,False,False,False,False,False,True,0,0
5453,shoes,An item of clothing worn on ones feet. Used to protect the food from the ground as well as decoration.,False,True,False,False,False,False,True,0,0
5455,dress,The dress has beautiful frills and small jewels embedded on it,False,True,False,False,False,False,True,0,0
5457,robe,The robe is soft and worn.  It is a royal purple color.,False,True,False,False,False,False,True,0,0
5459,closet,The closet is dark and contains handmade blankets and a cloak.,False,False,False,False,True,False,False,0,0
5461,oak trees,"The oak tree is massive, with branches that extend out and create a large canopy.  Birds can be heard up in the tree.",False,False,False,False,False,False,False,0,0
5463,vegetables,the carrot is a super vegetable.,False,False,True,False,False,False,True,0,0
5465,rake,This rake is made of carefully split wood with a sturdy looking handle. Seems useful for keeping the leaves under control.,True,False,False,False,False,False,True,0,0
5467,trowel,used for digging small amount of materials,True,False,False,False,False,False,True,0,0
5469,bucket,The rusty bucket has a few dents.  The handle is broken.,True,False,False,False,False,False,True,0,0
5471,blessed talismans,the blessed talismans has been kept well to pass down to generation to come,False,True,False,False,False,False,True,0,0
5473,cursed amulets,"Despite its small appearance, the cursed amulet weighs heavy on a wearer's neck, its black and purple stone in the center giving off an ominous glow.",False,True,False,False,False,False,True,0,0
5475,ancient books,The ancient book is written in an unknown tongue. Its strange symbols seem more like art than words.,True,False,False,False,False,False,True,0,0
5477,river,"This river is strong, mighty, and full of fish that feed the nearby village.",False,False,False,False,False,False,False,0,0
5479,fish,"The fish is partially eaten, its thin bones poking out. It has been charred beyond recognition and smells a little bad.",False,False,False,False,False,False,True,0,0
5481,insects,"The insect moves slowly, as if it has been injured. You are afraid that itmight bit or sting.",False,False,False,False,False,False,True,0,0
5483,birds,"the bird is small, it has yellow and blue feathers.",False,False,True,False,False,False,True,0,0
5485,brown cloth door,"A tattered semblance of privacy, the burlap cloth is either so dirty that it is dingy brown, or it has been dyed that way.",False,False,False,False,False,False,False,0,0
5487,wooden chair,The chair was tattered and worn after many years of use in the old theater.,True,False,False,False,False,True,False,0,0
5489,small wooden bowl,"You could tell the bowl was crafted entirely by hand without tools. Its lip was uneven, and its wall varied in thickness. But despite its misshapen appearance, it kept a man's porridge warm.",False,False,False,False,True,False,True,0,0
5491,spoon,"The spoon is rustic looking, as though it was carved hastily.",True,False,False,False,False,False,True,0,0
5493,lantern,The wooden lantern has a glass cage that served to hold a candle inside and preserve it from the elements. It has a circular bronze handle at the top to be easily carried.,False,False,False,False,True,False,True,0,0
5495,bedding,"The bedding is soft and warm, and is made out of silk and stuffed with animal feathers.",False,False,False,False,False,True,True,0,0
5497,ships,The ship is large and made out of wood. It sits in the harbor and bobs up and down in the water.,False,False,False,False,False,True,False,0,0
5499,cargo crates,A protective box used for the storage and transport of cargo.,False,False,False,False,True,False,False,0,0
5501,fishing nets,"In its tangled mess, you see a shining object.",True,False,False,False,True,False,True,0,0
5503,cacti,You were hesitant to touch the cactus because of the sharp thorns that covered its entire surface.,False,False,False,False,False,False,False,0,0
5505,sand,The sand is a bright yellow color and very granular.,False,False,False,False,False,False,False,0,0
5507,dirt,The dirt is thick and coarse in appearance.,False,False,False,False,False,False,False,0,0
5509,precious metals,"The precious metal shines brightly, reflecting light off of its smooth colorful surface.",False,True,False,False,False,False,True,0,0
5511,rubies,"The ruby is about the size of an acorn, and it shines intensely in the light.",False,False,False,False,False,False,True,0,0
5513,sapphires,This sapphire is the size of a goose egg. It has to be insanely expensive.,False,False,False,False,False,False,True,0,0
5515,cases for jewels,"The outside of the case has a design of flowers painted on it. On the inside, its lined with velvet.",False,False,False,False,True,False,True,0,0
5517,fine fabrics,"Intricately patterned lace fused with fine silks, hand dyed with the rarest of colors.",False,True,False,False,False,False,True,0,0
5519,wooden crucifix decorations,The power of the crucifix becomes known to enemies of those who would oppose its possessor.,True,False,False,False,False,False,True,0,0
