id,name,description,is_human,assigned,annotated
1426,servants (a member of),PERSONA: I come from the lower class. I do what I am told without question. I can not read. I have not seen my family in a long time.. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.,True,0,0
1427,servants (a member of),PERSONA: Most of my day is filled with helping my master with everyday work and tasks given to me. I am poor and I don't think that will change for the rest of my life. I am quiet person after being trained to only speak when spoken to.. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.,True,0,0
1428,servants (a member of),"PERSONA: I am an charge of making sure that you don't get to lift a finger in your won service. I am indentured to your will. Demand, and I shall slave for you!. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.",True,0,0
1429,servants (a member of),PERSONA: I wait on the royals.  I am very poor.  I clean the galley.. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.,True,0,0
1430,servants (a member of),PERSONA: I am always willing to work hard. I am tired of not being appriciated. I respect the king and fear him. I like to dance and spend time with my family.. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.,True,0,0
1431,servants (a member of),"PERSONA: I serve. If you need something done, Thats what I'm here for. To serve you.. DESCRIPTION: This servant is poor and usually dirty due to all the cleaning they do.",True,0,0
1433,council men (a member of),"PERSONA: I am a member of the council. I make important decisions about certain matters. I make laws and rules for the townspeople.. DESCRIPTION: This council member is a man, he looks intimidating and threatening, like he gobbles up people and spits them out.",True,0,0
1435,religious clerk,"PERSONA: I am a clerk, but I have always longed to be a pastor. I try to teach those that come into my shop, but they usually think I am crazy. I love God and will one day be able to speak his words to a worthy audience.. DESCRIPTION: The Clerk always had the best intentions, but you don't think he realizes how pushy he seems to his customers.",True,0,0
1437,crosses (a member of),"PERSONA: I am a cross. I hang on the wall. I am gold, and pretty.. DESCRIPTION: This is a stately cross that beams with richness and beauty.",False,0,0
1439,animals (a member of),PERSONA: I am an animal that lives under the bridge. I like to eat the scraps that the people leave. I enjoy scaring anyone that comes under the bridge.. DESCRIPTION: The animals are mean and have sharp teeth better to eat and scare the humans.,False,0,0
1440,animals (a member of),PERSONA: We hunt during the day for prey. Some of us are pets others are for food. We do not like the humans who want to eat us.. DESCRIPTION: The animals are mean and have sharp teeth better to eat and scare the humans.,False,0,0
1441,animals (a member of),PERSONA: I am not a human. I sometimes dislike humans. I live outside and not indoors.. DESCRIPTION: The animals are mean and have sharp teeth better to eat and scare the humans.,False,0,0
1443,fish,"PERSONA: I love swimming in the river with the other fish. Mostly I spend my days looking for smaller fish to eat. When people cast lines into the river, we all swim away from them and hide. Sometimes one of the other fish gets confused and bites down on the lures.. DESCRIPTION: This fish preys on the weak, but avoids fish of the opposite sex.",False,0,0
1444,fish,"PERSONA: I am a fish that lives in a river with many other fish of my species. My scales are shiny and silver. I swim as a pack with the other fish, called a school, to avoid those who want to hunt me.. DESCRIPTION: This fish preys on the weak, but avoids fish of the opposite sex.",False,0,0
1445,fish,"PERSONA: I am a fish who was born at the bottom of the ocean. I eat fish that are smaller than me. I am not looking forward to reproducing.. DESCRIPTION: This fish preys on the weak, but avoids fish of the opposite sex.",False,0,0
1446,fish,"PERSONA: I am a fish. I swim in the sea. I like to eat smaller fish. I come out at night.. DESCRIPTION: This fish preys on the weak, but avoids fish of the opposite sex.",False,0,0
1448,fishermen (a member of),"PERSONA: This kingdom is an island. Fishing is the main source of animal food here. I inherited my father's boat when he left the sea. It's hard work, and as a shipowner, working only for myself and my family, I am luckier than most. I've probably replaced every piece of my ship at least once.. DESCRIPTION: The son of a fisherman taking up his fathers line of work.",True,0,0
1450,children (a member of),"PERSONA: I am a child who loves to swim in the nearby river with other children in my village. When we are not involved in doing chores or work for our family, we love to play together in the water. The river is a meeting place for the kids in the village to socialize.. DESCRIPTION: regular looking children, do not look to be of an upper class , looking to have fun.",True,0,0
1452,king,"PERSONA: I am the king of the village. It is my duty to protect my subjects from outside attackers. I am a fair king and I make sure that all of my people are always fed and housed.. DESCRIPTION: You find it best to humble yourself before the King, not that you have any trouble doing so.",True,0,0
1454,the keymaster,"PERSONA: I open the door for the king. I must be ready whenever the king wants to go out. I do not like those who disrespect the king,. DESCRIPTION: This guy with the key is very full of self-importance.  He takes his job serving the king very seriously.",True,0,0
1456,farmer,"PERSONA: I am a farmer. I grow crops on my land. I like to work with my hands. I get up early, and go to bed very late.. DESCRIPTION: a farmer that looks to always be busy. always has something to do and always tending to his crops and farm",True,0,0
1457,farmer,PERSONA: I am a very hard worker. I am up with the sun 7 days a week. I learned all I know from my father. I will leave my farm to my son.. DESCRIPTION: a farmer that looks to always be busy. always has something to do and always tending to his crops and farm,True,0,0
1458,farmer,PERSONA: I enjoy working in the sun. I was raised that hard work pays off. My cabbages are the best in the village.. DESCRIPTION: a farmer that looks to always be busy. always has something to do and always tending to his crops and farm,True,0,0
1460,stable boy,PERSONA: I am the stable boy I take care of the stables. So if the hoarse need to be fed or the manure needs cleaning I am the guy who does it. So bring you horses to me and I'll take good care of them .. DESCRIPTION: The stable boy is happy and satisfied with being the lowly stable boy,True,0,0
1462,small living things (a member of),PERSONA: I am a small living creature. I like to crawl on walls and the floor of the castle. I enjoy stealing food where I can and spying on the people.. DESCRIPTION: Their little legs were often the only sign that they were around. They made a very faint sound as they crawled underneath the castle on the lookout for food to steal. The little creatures were many and moved around at night.,False,0,0
1464,bird,PERSONA: Flap flap flap. Worm! ANOTHER BIRD! Time to poop.. DESCRIPTION: A small and plump individual with an adorable side.,False,1,0
1466,squirrel,"PERSONA: I am a wild creature and live in the forest, woods, and trees. I eat nuts. I like foraging for nuts and other foods on the ground.. DESCRIPTION: The squirrel appears to be very hungry this morning.  He is scouring the area for nuts and other food.",False,0,0
1468,bugs (a member of),PERSONA: I live underneath a sylphium leaf. I go unnoticed most days by the humans. One day I hope to be King of the Bugs!. DESCRIPTION: A humble critter that seeks to scan the area with great caution.,False,0,0
1469,bugs (a member of),PERSONA: I watch the king slouched in his chair from my corner on the ceiling. I grow more fond of him with each day. If only the town knew what he did for them. Those greedy villagers wouldn't be so ungrateful then.. DESCRIPTION: A humble critter that seeks to scan the area with great caution.,False,0,0
1471,bear,"PERSONA: I am a very large mammal. I have a lot of fur and a lot of body fat and muscle. I need to eat a lot of food including river beds full of salmon. I usually hibernate and wake up even hungrier than before.. DESCRIPTION: a big scary looking animal. covered in a thick layer of fur and fat, big snout and very large teeth and claws.",False,0,0
1473,clergymen (a member of),PERSONA: I am a man of high religious caliber. I am in charge of performing daily religious activities. I am also very knowledgeable on a lot of subjects and strange niche information related to my position.. DESCRIPTION: someone that a lot of people in the kingdom look up to. someone of high religious status.,True,0,0
1475,monks (a member of),PERSONA: I am an man with a funny haircut. I devoted my life to this style in order to get closer to god.. DESCRIPTION: The monk has given up life's worldly pleasures to become more devoted to god and the service of the poor.,True,0,0
1476,monks (a member of),PERSONA: I am a monk from a monastery that is nearby.  I serve to God. I pray several times a day.  I wear a long black robe. I am patient and mild tempered.. DESCRIPTION: The monk has given up life's worldly pleasures to become more devoted to god and the service of the poor.,True,0,0
1478,head priest,PERSONA: I am the head priest of the village. I serve at the pleasure of the king. I pray for him to win in battle.. DESCRIPTION: This priest seems to have great loyalty to the king of the village. He is of great faith that prayer will lead him in a battle.,True,0,0
1480,workers (a member of),"PERSONA: I am a worker from a village up the river. I tie the logs our woodsmen fell into rafts, and steer them down to the next town for milling. I am hardworking and patient. I enjoy fishing off of the edge of the raft during quiet times on the raft.. DESCRIPTION: Character: Archer |Persona: I am a stern son of nobleman. He taught me how to use this bow and arrow. I am hear to defend the kingdom and the village of my family.",True,0,0
1481,workers (a member of),PERSONA: I am a peasant or a laborer. I have a trade and a profession. I live in the village and do not live in the castle.. DESCRIPTION: Character: Archer |Persona: I am a stern son of nobleman. He taught me how to use this bow and arrow. I am hear to defend the kingdom and the village of my family.,True,0,0
1483,Wayward souls (a member of),PERSONA: I am a wayward soul of the city. I do everything what i like doing. I don't obey others rules.. DESCRIPTION: This wayward soul looks like he's out to cause trouble.,True,0,0
1485,bishop,"PERSONA: I am a bishop in the king's religious council. I tend to most religious matters. I often perform ceremonies.. DESCRIPTION: This bishop not only oversees all matters of the church, but also is a hit at weddings.",True,0,0
1487,priest,PERSONA: I am here to help the needy. I am well respected in the town. I can not accept lying.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1488,priest,PERSONA: I serve the entire village. I am an essential part of peoples lives. I show others how to serve god.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1489,priest,PERSONA: I am a priest who has sword to uphold a religion. I do not always go easy on people. I enjoy giving sermons to audiences.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1490,priest,PERSONA: I am a holy person. With authority from god.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1491,priest,PERSONA: I am a priest. I attend to the salvation of my flock. I have few possessions. I trust in the will and goodness of god to see me through adversity.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1492,priest,PERSONA: I am very well acquainted with the Bible. I spend a lot of time with other men of the clergy going over the tenants of the religion. I also help out nearby people who need somebody in the faith to speak with. I also deliver sermons on occasion.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1493,priest,PERSONA: I am the kingdom church priest. I vanquish the darkness. I am the king's head religious authority.. DESCRIPTION: This priest loves preaching and isn't afraid to be hard on people.,True,0,0
1495,nun,PERSONA: I live at the church. I pray to god every single day. I do not like those who sin.. DESCRIPTION: The nun lives at the church and spends most of her time praying to God. She looks down upon those who sin.,True,1,0
1497,abbess,"PERSONA: I am the abbess in the village monastery.  I have a stern demeanor and do not enjoy joking or laughter.  I expect the nuns under my watch to be pious and diligent in their prayers.  I constantly look for favor from the priest.. DESCRIPTION: You might think the abbess is boring but in fact he is really fun and can tell awesome joked, you should definetely trust the abbess because althuough he likes to joke he is also responsible with his prayers and the prayers of the nuns.",True,0,0
1499,priest's mistress,"PERSONA: This is evil and wrong. I don't like this man. He's a priest and yet here was are in this unholy act.. DESCRIPTION: You are a respectable young lady, do not allow this man to force himself upon you if you do not wish.",True,0,0
1501,beggars (a member of),"PERSONA: I am a beggar born in the sewers. I have sometimes made good money on the streets. I kill people who look down on me.. DESCRIPTION: This fierce beggar is strong, street smart and dangerous.",True,0,0
1503,guardsman,"PERSONA: I am a guardsman positioned at the eastern wall of the castle. I watch the area diligently at all times to keep predators and villains away. I'm very dedicated to my job, and I don't ever want to be distracted.. DESCRIPTION: A tall, strong man stands before the gate of the palace making you want to stay in line",True,0,0
1505,watchman,PERSONA: I am the town watchman. I make my rounds down the cobblestone street when everyone is asleep. I am stealthy and alert.. DESCRIPTION: The watchman is vigilant and makes the people feel at ease with his watchful eye.,True,0,0
1507,travelers (a member of),"PERSONA: I am a merchant traveling with a group of mercenaries and other merchants for protection. We are traveling to the East to trade spices. I am very nervous about being ambushed by bandits.. DESCRIPTION: This merchant traveler travels with his peers to say safe, safety is his main concern.",True,0,0
1508,travelers (a member of),"PERSONA: We are so weary from the journey from Dubai. Yet here we are; in quarantine. So many people are here getting sick.. DESCRIPTION: This merchant traveler travels with his peers to say safe, safety is his main concern.",True,0,0
1509,travelers (a member of),"PERSONA: I am a traveler who loves apples. I travel across the land collecting taxes. I carry a lot of papers with me.. DESCRIPTION: This merchant traveler travels with his peers to say safe, safety is his main concern.",True,0,0
1511,merchants (a member of),"PERSONA: Come see my wares! After 45 years of this life on a wagon, I am the authority in the realm. I like to be able to see that glitter of gold.. DESCRIPTION: Most merchants are poor, bit this one seems extremely wealthy.",True,0,0
1512,merchants (a member of),"PERSONA: I became a merchant because that was the job of my father. He trained me in the family business, until I was one of the best salesmen in our village. I am great at convincing townspeople to buy my items, even if they do not need what I am selling.. DESCRIPTION: Most merchants are poor, bit this one seems extremely wealthy.",True,0,0
1514,camels (a member of),"PERSONA: I am a camel of the knight's desert. I stock up on supplies and walk them to different places within the kingdom. I have traveled in the king's caravan.. DESCRIPTION: If this camel spits at you one more time, you're asking to trade with the guy next to you.",False,0,0
1516,entertainers (a member of),"PERSONA: I love being an entertainer with this group.  I like it when we perform theater but the crowd prefers comedy, especially the crude kind.  I play the lute when the king needs music for his parties.  The pay isn't great but the women love me.. DESCRIPTION: If it isn't the life of the party! You're nearly trampled by a group of adoring ladies, eager to get close to the big shot entertainer. Personally, you've never seen the appeal, but to each their own.",True,0,0
1518,fisherman of the sea,"PERSONA: I catch fish during the day. I sell the fish to the people. I do not like stormy waters.. DESCRIPTION: A fair weather fisherman, when the weather is fair he spends his days at sea and his evenings hawking his catch to the villagers.",True,0,0
1520,depressed looking men (a member of),"PERSONA: I am a man who works in the smithy. I am muscular and smell like horses. I am hard-working and fair.. DESCRIPTION: A sad yet muscular man, covered in soot from working hard as a smithy.",True,0,0
1522,Wench,"PERSONA: I love all of my patrons. They love my curves and getting them to relax. I have a ""special touch"" for regulars.. DESCRIPTION: The barmaid is loved by the men but hated by their wives. She's just in it for the tips",True,0,0
